brand_name,property,city,room_type,available_contracts,quantity_available,description,thumbnail_url,image_urls,amenities
Prestige Student Living,Straits Aire,Leeds,Premium Studio (Higher Floors),2,,,,,
Prestige Student Living,Straits Aire,Leeds,Standard Studio,0,1,"Within the 20 square metres of space located on the Ground Floor, you’ll find a comfy ¾ bed, a fully equipped kitchen for cooking all your favourite meals, and a study desk and chair to ace those assignments. But that’s not all! Our building offers fantastic communal areas. Hang out in the lounge, challenge your friends to a game in our games area, hit the books in the private study zone, or catch the latest blockbusters in the cinema room. Hurry up and book your room today!",https://hfs.api.basepms.com/filesystem/room_types/images/88MDTFd4jSfRhYZCXzfTiUc7V7FHHq1MqZPz2vvI.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/88MDTFd4jSfRhYZCXzfTiUc7V7FHHq1MqZPz2vvI.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/cuqNwyay2Cm1oUMmvvm4pZq7jfbWk3iulANvivOb.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/CBndzxLHw4MIIiU5rETE8to1ETcsjkScXiJRNCR5.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/Xye17Y68Gpqs1g6GSzK4bzm9L6c6dGc7YL4AMGaM.jpg,
Prestige Student Living,Straits Garden,Egham,1 Bedroom Apartment,0,0,"Measuring at 39m2 our One Bed Apartment located on the 3rd Floor of Block B is the ultimate open-plan living space with all the amenities you need. From the comfortable double bed and TV to the large desk area and wardrobes, to your own private en-suite bathroom to your modern kitchen space. You’ll also find a cosy 2-seater couch, breakfast bar and coffee table which makes inviting people over all the better. The room is bright and welcome benefitting from windows and Velux skylights, so you’ll be able to concentrate on any work with ease. Guests will be jealous of your elegant one-bedroom penthouse! You can also make the most of our social common room, on-site gym, study spaces and exclusive cinema room whilst living with us.",https://hfs.api.basepms.com/filesystem/room_types/images/nHedGpmDrgMt6L4HkFz1HqOqZxBSMuLvkZFCFC2G.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/nHedGpmDrgMt6L4HkFz1HqOqZxBSMuLvkZFCFC2G.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/EXPtEV5UbtcHMTezAmBhOGzApAA4DboGaO9FTpd0.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/sIyx8Ta4I7Aa8NbxP63PZF7hYxlDUoGKEEqigZHM.jpg,
Prestige Student Living,Straits Garden,Egham,Classic Studio,0,0,"Measuring from around 14m2, feel right at home in our classic studio higher floor which has been designed for the modern student. Sink into your comfortable double bed, and when it’s time to focus, sit at your very own study desk and concentrate with no distractions. Fancy a bite to eat? Show off your cooking skills in your brand new kitchen! Who knows, you could become the next Gordan Ramsay…",https://hfs.api.basepms.com/filesystem/room_types/images/AC2ne1jnoci2zGX2XenUUhc5UkZpSo7BErfxxA92.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/AC2ne1jnoci2zGX2XenUUhc5UkZpSo7BErfxxA92.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/Fz7EuMfOAMUnkkDOE7UXW8ol6Jx9Zdiz9P1K7mOH.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/EyAuxpbhuKTgCOtp19PD3IUuLVbDgN0PDwj0ES77.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/svus0Da8b9TNJxlZnwgozoZYSBYpWAWOB77XCSTZ.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/UApmmqNZFUiBMuojSngRybTYnWpulau4JiYHhpsU.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/StWB69xfzBPyd1v9Z5ZXoCM9tBhLfquxHLXEIQhW.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/hne84GltC1DsoEXzuHHIdIGxv29rGEwLBUsNd32O.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/OBpemPlbIXXLkPcCxIU9RFfLlY5olVgdHMw1xzxw.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/A2Y4DeUHlP6LTwUppBG98ShqIHcijQnkr919YDkk.jpg,
Prestige Student Living,Straits Garden,Egham,Deluxe Plus Studio,1,1,"For students wanting a modern and chic student apartment furnished with all the amenities they could need, our Deluxe Plus Studio is the perfect option. Ranging between 21 and 23 square metres in size, it’s ideal for dual occupancy. This room style features a snug double bed for resting up after a busy day, a large study desk for cracking on with work, as well as your own fully-equipped kitchen for cooking up something tasty. Some studio styles at Straits Garden are designed as accessible rooms with wet rooms, get in touch to discuss more.",https://hfs.api.basepms.com/filesystem/room_types/images/npaMTsvoCOnlFdTsxFqwKDPKFBnocHLh8SFnhQpq.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/npaMTsvoCOnlFdTsxFqwKDPKFBnocHLh8SFnhQpq.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/M5xkJBg34JZ11xN86CLCXg9kdY9qvnjzIjrXxESn.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/UDvuW3SdkqlMJXLKBfm2y067pwNZPsho8DtIpkqN.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/fo9R5TVj7ewm6SSkIsCw3EJuvEQtGFz590TVgyRd.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/PCt50JqUz1i2XkEqsFXsLmlaHxgQH1R1aURTJNBC.jpg,
Prestige Student Living,Straits Garden,Egham,Deluxe Studio,4,10,"Our comfortable Deluxe Studios range from 17-23m2, and have been designed with the modern student in mind. Boasting luxury furnishings and sleek aesthetics, prepare to feel like you never want to leave your room! Relax in your cosy bed, or knuckle down on your desk with your university deadlines. Fancy a bite to eat? Show off your cooking skills in your very own chic kitchen, with all the amenities you could need to impress your pals.",https://hfs.api.basepms.com/filesystem/room_types/images/c57CXxlbAuiuuvPqGIckTmBMFLdiQDtBWSsdPnWb.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/c57CXxlbAuiuuvPqGIckTmBMFLdiQDtBWSsdPnWb.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/0gSM42ToiNVXZ4i5gSnc4FwFWKco5DUJJDw5x288.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/gmW0fbRb9bBCgShRTyfyA16CZ5gFIJnKbwq3Ny1H.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/L8DZsvhlw7RqkmeRSxvNQz5gXXXEMxtXplKM4FxJ.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/pZQmGXjc1jyXxE23J6GEVIfw8VoSyfO4y6woUURi.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/9va8szl0X2t0mZLOuRQeEOsNvN9GAkjgOQWnOPe3.jpg,
Prestige Student Living,Straits Garden,Egham,Executive Plus Studio,1,1,"For students wanting a modern and chic student apartment furnished with all the amenities they could need, our Executive Plus Studio is the perfect option. At 21m2, this is slightly larger in size than our Deluxe option and is perfect for those searching for a dual-occupancy option. This room style features a snug double bed for resting up after a busy day, a large study desk for cracking on with work, as well as your own fully-equipped kitchen for cooking up something tasty. Some studio styles at Straits Garden are designed as accessible rooms with wet rooms. Get in touch to discuss more.",https://hfs.api.basepms.com/filesystem/room_types/images/qFVLATfaYbL0yjOHS361qqtDi3e2ZBk6Ezik1qlc.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/qFVLATfaYbL0yjOHS361qqtDi3e2ZBk6Ezik1qlc.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/XTPxTkFgtgtLmPacGp3FlcHv8q0RWXwrjaaLoAkG.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/M7X5NoWYSxhwWew8EZeLlFSAO2UVdrEU54mA7Xgt.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/0sbjFecZ4ZeGLNiVCdrff6OZiSIwo8leFmBQ04yJ.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/ONh8Dj8tXTwM5oJjs199PRbmXOzSg3aT5CfafEXX.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/Un8kqrGShhmHD8kF5SOC3Hr83t6oKguaKIVJ5hQn.jpg,
Prestige Student Living,Straits Garden,Egham,Executive Studio,0,10,"For students wanting a modern and chic student apartment furnished with all the amenities they could need, our Executive Studio is the perfect option. At 21m2, this room is larger in size than our Deluxe option and is the perfect place for students in need of a dual occupancy option. This room style features a snug double bed for resting up after a busy day, a large study desk for cracking on with work, as well as your own fully-equipped kitchen for cooking up something tasty. Some studio styles at Straits Garden are designed as accessible rooms with wet rooms, get in touch to discuss more.",https://hfs.api.basepms.com/filesystem/room_types/images/5YsZ6DYtJD9AF7zqaZ6hG1Zu8uUrel1uHVJJXPFP.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/5YsZ6DYtJD9AF7zqaZ6hG1Zu8uUrel1uHVJJXPFP.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/NY4Oy3NhWInmpfn8tLwK8puhmcSFC3OCrf8M4xyy.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/G2ew3IdYePowkpchO8Xm0ujUNwZfR8uWepN4sDP3.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/SVpe5IsJmsjXpnjIbWPMLQxSGBLwA5napocUybVC.jpg,
Prestige Student Living,Straits Garden,Egham,Penthouse,1,1,"Enjoy your Penthouse Studio, a modern and chic student apartment furnished with all the amenities that you could need. At 25m2, this room is slightly larger in size than our other options, making it ideal for dual occupancy. This room style features a snug double bed for resting up after a busy day, a large study desk for cracking on with work, as well as your own fully-equipped kitchen for cooking up something tasty. Some studio styles at Straits Garden are designed as accessible rooms with wet rooms, get in touch to discuss more.",https://hfs.api.basepms.com/filesystem/room_types/images/l1qTQYxBwIN2kyaufsyAfdZ3TBJUw4gFFs5b86Kh.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/l1qTQYxBwIN2kyaufsyAfdZ3TBJUw4gFFs5b86Kh.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/OIugV64MVQnaN9KsgpJsYbxZWB3yqW6lQYspOX1l.jpg,
Prestige Student Living,Straits Garden,Egham,Premium Plus Studio,4,10,"Measuring around 16-17m2, our Premium Plus Studio is designed with lots of space and easy access to all amenities. It features a comfortable double bed, spacious ensuite and a desk area ideal for cracking on with all of your work. Looking to impress your friends? Utilise your accessible kitchen area, equipped with brand new facilities and cook up a storm! Some of the studios are designed as accessible rooms with wet rooms.",https://hfs.api.basepms.com/filesystem/room_types/images/pMLxOWGj4Z1WhoSZ8ry8XphswqSqACrS2LNKejC1.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/pMLxOWGj4Z1WhoSZ8ry8XphswqSqACrS2LNKejC1.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/BE4j2xvVDV2poF8iHaPJjmDEwDmUpYCkWy37bFKR.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/HAsLwlXP7FEWYHNGollhiSzX31sI7ilta3jBTovx.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/EqIPfGxUQuS0zqQO3EjAk5ZlX69QrdpudL8clhYE.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/Imqh86OuK0IvxQnrxQFj2Fh0F4rUJJTgX3UMwf0w.jpg,
Prestige Student Living,Straits Garden,Egham,Premium Studio,4,1,"Enjoy your Premium Studio sized between 14-15sqm, the perfect haven for students who want privacy, but with plenty of space for all of your belongings. Relax in your comfortable double bed after a long day of lectures and enjoy the luxury of your own bathroom. Cook up a storm in your private kitchen area, and when it’s time to concentrate on your deadlines, your room is equipped with a cosy desk and seating to make your life easier.",https://hfs.api.basepms.com/filesystem/room_types/images/uqDKKOqj2d1HJtiPXkTXjBRagAfl88WeVBILmDuY.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/uqDKKOqj2d1HJtiPXkTXjBRagAfl88WeVBILmDuY.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/lbQwvjLC9GNZhB3Mk5aetGe9qkw2kCii0lZg7xLh.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/PCAe8PXcrw4zK7GD8K8p19IZg1KbZDN0EpLbbfFk.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/qs7puK0Q2ZDm7YGPjcUjYlmeR7Dztbhul3DIlDsb.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/UmN7GK8c0vyFHRXRSiEbbPYQ99mU4N1rSR3CQPJa.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/OyHbXHvu4PpwDKzUPkQpg74ux9yVs8QM20Pnd0Hf.jpg,
Prestige Student Living,Straits Manor,Sheffield,Classic Ensuite,3,10,"Measuring approximately 16m², the Standard Ensuite is a well-designed room featuring a comfortable 3/4 bed, dedicated study area, and a private en-suite bathroom. You’ll share a modern communal kitchen and lounge with five other residents, creating a great balance between privacy and sociable living. Residents have access to a range of excellent on-site amenities, including a cinema room, study room, on-site gym, and a variety of recently refurbished communal spaces designed for relaxing and socialising. All communal and studio kitchens are fitted with induction hobs, so induction-compatible pans are required. Classic Ensuite rooms are situated on the 5th to 7th floors.",https://hfs.api.basepms.com/filesystem/room_types/images/zyBurJkIi7Q8ML3Oz6zCJvXjnJM8Pr0BQin6hIGp.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/zyBurJkIi7Q8ML3Oz6zCJvXjnJM8Pr0BQin6hIGp.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/igd1vNRtS1uwzRwJyRYaIjfhTfmYInwUwcjCe1dF.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/jyhPl5qj9Z82jt8wglLII4wvYwS889H9PYtMWVwt.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/lfbW2HaeM1PSmrg2Eqb44uHT2G56GSxJV1usAvqE.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/jpFixC7DLskh3NJuqf3FxSLbuoUfs7Mupc3jeuwe.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/I7t0slxRSt01ynC4BzcAJn8NGHruruSiRDyQ6pag.jpg,
Prestige Student Living,Straits Manor,Sheffield,Classic Studio,8,10,"The Classic Studio offers the perfect blend of privacy and comfort, with everything you need in one stylish space. Designed for independent living, it features a private kitchen area, 3/4 bed, dedicated study space, en-suite bathroom, and plenty of storage to help you stay organised. Ideal for students who want their own space without missing out on community life, you’ll also have full access to all of the building’s fantastic communal facilities. That includes the cinema room, on-site gym, study areas, and beautifully furnished social spaces where you can relax, meet friends, or join in with regular resident events. Our Classic Studios are located on floors 3-7, the studios measure 18-21m2 and all benefit from South Facing, City Views Studio kitchens are fitted with induction hobs, so induction-compatible pans are required.",https://hfs.api.basepms.com/filesystem/room_types/images/txngXM0xC9oBsfMf8CXnRi0YmVXxD7prJU0SPrjj.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/txngXM0xC9oBsfMf8CXnRi0YmVXxD7prJU0SPrjj.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/YbEGwinupcyoZITKD801Jm7TDRoAdItqHQVda7KT.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/JBoGOPxks6fVr8SwoZ4ak8FMsnuS2TvyvNHPScXA.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/kBcJoCnDwJJGjEwrlCXkfUoJEzZMTKYtDNlA7OZi.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/z66MvhphFzLpkiFS7UMkP2P7VdCa1WMBnHDiY0Bb.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/Pc3wXMT9KqtQMAkuhB6DVg1M8JcKhI1fY9mDzXb7.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/drvAUqXgUx6MsqWIZnatzIt5bvnCiMmFiHS3VCRE.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/kQuXAhGVWcZqTMKAmyDLBChKgmSBvifbK7VBOmWK.jpg,
Prestige Student Living,Straits Manor,Sheffield,Classic Studio Plus,3,10,"The Classic Plus Studios offer extra space for those who want a little more luxury and room to breathe and are ideal for students searching for a dual-occupancy option. At 21-23m2, these upgraded studios feature all the essentials of our standard layout – a 3/4 bed, private kitchen, study area, and en-suite bathroom – with more space to relax, spread out, and make the room your own. Located on floors 1-7 , Classic Plus Studios are ideal for students looking for added comfort without compromising on style. Whether you’re hosting a friend, working on a deadline, or enjoying a quiet night in, the larger layout gives you the flexibility to do it all. As with all our studio options, you’ll also enjoy full access to the building’s communal spaces, including the cinema room, on-site gym, study areas, and inviting social lounges designed to bring residents together. Studio kitchens are fitted with induction hobs, so induction-compatible pans are required.",https://hfs.api.basepms.com/filesystem/room_types/images/Io2atyp1Ioj81SAklnleVeABsn6OoWui5lAsad8J.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/Io2atyp1Ioj81SAklnleVeABsn6OoWui5lAsad8J.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/TXDIfhyiXYiSuCMbIb5EmEMsW4d7HHXWyZmBsxqt.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/md4oskSVglrLNC3Z5hT0SnPy9n6FM2JZE2N7RmgC.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/e3uvIOKT3lHCKDg1op3NMf0SESe1KNO5Dk1qPOow.jpg,
Prestige Student Living,Straits Manor,Sheffield,Deluxe Studio,5,10,"The Deluxe Studio offer extra space for those who want a little more luxury and room to breathe. At approximately 23m2, these upgraded studios feature all the essentials of our standard layout – a 3/4 bed, private kitchen, study area, and en-suite bathroom – with more space to relax, spread out, and make the room your own. Located on floors 8-10 , Deluxe Studios are ideal for students looking for added comfort without compromising on style. Whether you’re hosting a friend, working on a deadline, or enjoying a quiet night in, the larger layout gives you the flexibility to do it all. As with all our studio options, you’ll also enjoy full access to the building’s communal spaces, including the cinema room, on-site gym, study areas, and inviting social lounges designed to bring residents together. Studio kitchens are fitted with induction hobs, so induction-compatible pans are required.",https://hfs.api.basepms.com/filesystem/room_types/images/6zD5HvpZfTE3NuUNpufaz9jDk2y8gjUGJ0amAwZ0.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/6zD5HvpZfTE3NuUNpufaz9jDk2y8gjUGJ0amAwZ0.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/pE9CVXZVyOHfELapGkNNPhkLT9IHRkeEqhqocYBw.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/ml7TPnIv5M34ejco04yWuRKlQzZYnxbSJAgiEf0W.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/zY2DXAesLOQq3i98gr4OHR4YYugRfEWclpnhpZoA.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/5MHMs1hRK4TXhuUZaS78UwM6It6zRZNtTe7iE3nK.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/jZmIcF1EfOKUYDFNWSWx9681Og9cWJrcej0co2pX.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/UeyTgj2uynFD44Zjs4UfeCtDi7QdKV3v1mbftNeJ.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/TYqI3m4bgPWGX4ktQUfiE03lKeFaegHCpvViowCo.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/zGOY4yEey25VoG9dQ6ORusOkF7TUsNoprhHbdItc.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/pabLRetqVeWw14XpnQFgD8I1RXPbwf7OxzgvmLDb.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/LlmGKWTAORPz31jihtvM6jf1lZOvI2NiwvKmsn31.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/5TVXIWAG4HriwAW1bAUJmXXHkc7hlQ4qjVVs2tYs.jpg,
Prestige Student Living,Straits Manor,Sheffield,Premium Ensuite,2,10,"The Premium Ensuite is the largest ensuite room type in the cluster, measuring approximately 21m². Thoughtfully designed with extra space to unwind and study, it features a 3/4 bed, generous desk area, ample storage, and a private en-suite bathroom. You’ll share a stylish communal kitchen and lounge with five other residents, making it ideal for students who want more personal space while still enjoying the benefits of shared living. Premium Ensuite rooms are located across floors 1 to 7, with one available per floor. As part of your stay, you’ll also have access to the building’s standout facilities, including a cinema room, on-site gym, dedicated study space, and beautifully designed communal areas. All communal and studio kitchens are fitted with induction hobs, so induction-compatible pans are required.",https://hfs.api.basepms.com/filesystem/room_types/images/kkUTCTUIIzkhR0jadKCal0TKjn9RxNrFb5luFBJ8.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/kkUTCTUIIzkhR0jadKCal0TKjn9RxNrFb5luFBJ8.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/tMc7ifR5Sv9KNxarFdrDJrTkCWhNwMpHZ3SCyfk1.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/E5axEJgkXPrka9k7NSbfXPVSdlOLu7qXaAdkYouF.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/m1kinkII7c9YoAcdPP75mzoJnpwteVzJhCt4vTQA.jpg,
Prestige Student Living,Straits Manor,Sheffield,Premium Studio,7,10,"The Premium Studio offers the perfect blend of privacy and comfort, with everything you need in one stylish space. Designed for independent living, it features a private kitchen area, 3/4 bed, dedicated study space, en-suite bathroom, and plenty of storage to help you stay organised. Ideal for students who want their own space without missing out on community life, you’ll also have full access to all of the building’s fantastic communal facilities. That includes the cinema room, on-site gym, study areas, and beautifully furnished social spaces where you can relax, meet friends, or join in with regular resident events. Our Premium Studios are located on floors 8-10; the studios measure between 18 and 21m2. Studio kitchens are fitted with induction hobs, so induction-compatible pans are required.",https://hfs.api.basepms.com/filesystem/room_types/images/tpz8OnnKg20WZMa6uB5lM1ZHzUfOWzqWRSdDZ0WD.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/tpz8OnnKg20WZMa6uB5lM1ZHzUfOWzqWRSdDZ0WD.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/qV173OKWNglr1jUQzMlofSeRGdRsPhrpaaKVqkja.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/o2KjsOcitkT9uvUmTsU5IT77QFa6nhr3dHdCFa6t.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/D7IuOxeA3Uby7aXx0bH6pBLhthy4FFyOdzo9RaCC.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/DBVkeC5gPCk1TkNZMDd6Dx3J0yQZskLz81uShKGm.jpg,
Prestige Student Living,Straits Manor,Sheffield,Premium Studio Plus,2,1,"The Premium Plus Studio is our most spacious and high-spec option, measuring approximately 26m². Perfect for students who value extra room or those in search of dual-occupancy accommodation, this studio features a private kitchen, generous study space, 3/4 bed, and a large wet room-style en-suite bathroom for added comfort and accessibility. Located on floors 3-7, this is the ideal choice for those who want to elevate their student living experience. Whether you’re looking to create a calm study environment or a stylish space to unwind, the extra square footage gives you the freedom to personalise your studio to suit your lifestyle. All Premium Plus residents also benefit from full access to the building’s fantastic communal areas, including the cinema room, on-site gym, dedicated study spaces, and vibrant shared lounges that make meeting new people easy. Studio kitchens are fitted with induction hobs, so induction-compatible pans are required.",https://hfs.api.basepms.com/filesystem/room_types/images/hzn2HA2Y8cuXh5vRVobu1Qok67hOlhyQwpAHU8ft.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/hzn2HA2Y8cuXh5vRVobu1Qok67hOlhyQwpAHU8ft.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/nsBQacz1WGqGY2OScuXyxrePkS0DzD2MXBDH5gjP.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/unGg2N8iRMqq3jTnAmrGHM855FRSCbL6SNLSwaY7.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/GC8xGNkqmps5VdJltgpXu59tVAq2VjirGgWNQw7Q.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/HLtUxmxhJ8xiwSDpaIWD56h4K0GeKwqqJk3jsaau.jpg,
Prestige Student Living,Straits Manor,Sheffield,Standard Ensuite,5,10,"Measuring approximately 16m², the Standard Ensuite is a well-designed room featuring a comfortable 3/4 bed, dedicated study area, and a private en-suite bathroom. You’ll share a modern communal kitchen and lounge with five other residents, creating a great balance between privacy and sociable living. Residents have access to a range of excellent on-site amenities, including a cinema room, study room, on-site gym, and a variety of recently refurbished communal spaces designed for relaxing and socialising. All communal and studio kitchens are fitted with induction hobs, so induction-compatible pans are required. Standard Ensuite rooms are situated on the 1st – 4th floors.",https://hfs.api.basepms.com/filesystem/room_types/images/SEjX0AZYE1R3pxxZj7aE9heKZu7pguNExcSQRTvy.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/SEjX0AZYE1R3pxxZj7aE9heKZu7pguNExcSQRTvy.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/8eiEBNFjPonqNMoiFZ1Q61CbUH3oRlnZ2ezlgReT.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/6BXBH6RzkSVyVw0QXXebQfmWPOAK5TpcFSXUlr5t.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/zcWIGWuohb0LDpcPpSjnrhhiK99v63HYvwIAK5KH.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/ZKKhSV3B6G4li7fBhfL42RzL4Awifr5qvAqFT0Pz.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/rGnwvfU5uFnoNOVWqq9ufNvp8c9ouPWQcZv8xlEn.jpg,
Prestige Student Living,Straits Manor,Sheffield,Standard Studio,3,1,"The Standard Studio offers the perfect blend of privacy and comfort, with everything you need in one stylish space. Designed for independent living, it features a private kitchen area, 3/4 bed, dedicated study space, en-suite bathroom, and plenty of storage to help you stay organised. Ideal for students who want their own space without missing out on community life, you’ll also have full access to all of the building’s fantastic communal facilities. That includes the cinema room, on-site gym, study areas, and beautifully furnished social spaces where you can relax, meet friends, or join in with regular resident events. Our Standard Studios are located on floors 1-7, the studios measure approximately 21m2. Studio kitchens are fitted with induction hobs, so induction-compatible pans are required.",https://hfs.api.basepms.com/filesystem/room_types/images/twUkZZ55w4VceVb1kxurmes9a8h98dwDiXCAWpgn.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/twUkZZ55w4VceVb1kxurmes9a8h98dwDiXCAWpgn.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/RZeOcGWErUP79ZidzpCTxUUDAe9U0VWUPqUqHLQU.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/LQXEEUKjx5MLz52eyzmFrn6eVxFXhyLqUsh1135t.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/TBg175RDPnpdHlro4YQMwxo7qkFKdJzJa5py3Mfm.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/fPl9RpO5kimv1AEPjXskMB9BSJHd9x5AjQ5qNdN7.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/VtxcWbqu9QRowu0QrNGLJsO7PR62dsgxsosFChY8.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/jcck2AthBsZJ60sh7Iddym3UFpo5lwcRbt8VESIm.jpg,
Prestige Student Living,Straits Meadow,Edinburgh,Classic Ensuite,6,1,"Our modern Classic Ensuite is a stylish room filled with high-quality furnishings and amazing floor-to-ceiling windows. These spacious rooms measure around 13m² and include a three-quarter-sized bed, a mirror, generous storage and a practical study desk and chair. You have access to a large communal kitchen area, which you will share with your flatmates and is a great place to chill out and catch up. Wind down in our fabulous common room or visit the games room with a pool table! Please note: Room layouts are illustrative; actual layouts may vary.",https://hfs.api.basepms.com/filesystem/room_types/images/Vhu5hHx6CO1OXIY684QEi3MX7cD9GNZVhUD6zSxK.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/Vhu5hHx6CO1OXIY684QEi3MX7cD9GNZVhUD6zSxK.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/NQ7EOholKIDCaEbgXHBUslLdGJACGn7z7ERhLlo3.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/mDPMKzCOiDPIKwJ6o6K1LBtSF81xymQE1RrnhHM2.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/2FcwpVPQ5o8TA8pjPsZXbWNJsjimeVPpryYMa1W6.jpg,
